# OUI vendor lookup table - generated by scripts/update_oui.ps1
# Source: https://www.wireshark.org/download/automated/data/manuf
# Format: <6-hex-lowercase-prefix><TAB><Vendor Name>
# 24-bit MA-L entries only.

000000	00:00:00
3c869a	HuaweiTechno
3c86a8	Sangshinelec
3c86d1	vivoMobileCo
3c894d	DrInghcFPors
3c8970	Neosfar
3c8994	SkyUk
3c89a6	Kapelse
3c8a1f	Espressif
3c8ab0	JuniperNetwo
3c8ae5	TensunInform
3c8b6e	MellanoxTech
3c8b7f	Cisco
3c8bcd	AlcatelLucen
3c8bfe	SamsungElect
3c8c40	H3CTechnolog
3c8c93	JuniperNetwo
3c8cf8	TRENDnet
3c8d20	Google
3c8f06	LibtorTechno
3c9066	SmartRG
3c90e0	HuaweiTechno
3c912b	Vexata
3c9157	YulongComput
3c9174	AlongCommuni
3c9180	LiteonTechno
3c92dc	OctopodTechn
3c93f4	HuaweiTechno
3c94d5	JuniperNetwo
3c94fd	Mist
3c9509	LiteonTechno
3c970e	WistronInfoC
3c9722	worldeliteel
3c977e	IPSTechnolog
3c9872	Sercomm
3c98bf	QuestControl
3c996d	MarelliEurop
3c998c	HouwaSystemD
3c99f7	Lansentechno
3c9a77	VantivaUSA
3c9bc6	HuaweiDevice
3c9bd6	Vizio
3c9c0f	Intel
3c9d56	HuaweiTechno
3c9ec7	SkyUk
3c9f81	CATICBitComm
3c9fc3	SineadTechno
3c9fcd	NeowayTechno
3ca00e	SkyworthDigi
3ca067	LiteonTechno
3ca070	BlinkbyAmazo
3ca10d	SamsungElect
3ca161	HuaweiTechno
3ca239	DGSQ
3ca2c3	vivoMobileCo
3ca308	TexasInstrum
3ca315	BlessInforma
3ca31a	OilfindInter
3ca348	vivoMobileCo
3ca37e	HuaweiTechno
3ca581	vivoMobileCo
3ca616	vivoMobileCo
3ca62f	AVMAudiovisu
3ca6f6	Apple
3ca72b	MRVCommunica
3ca7ae	zte
3ca80a	vivoMobileCo
3ca82a	HewlettPacka
3ca8ed	smartlightte
3ca916	HuaweiDevice
3ca9ab	Nintendo
3ca9f4	Intel
3caa3f	iKey
3cab72	NanjingQinhe
3cab8e	Apple
3cae69	ESAElektrosc
3cafb7	XiaomiCommun
3cb07e	AroundsIntel
3cb0ed	NothingTechn
3cb15b	Avaya
3cb17f	Wattwatchers
3cb233	HuaweiDevice
3cb43d	SZTenveovide
3cb53d	HunanGokeMic
3cb6b7	vivoMobileCo
3cb6e7	HandheldScie
3cb72b	PLUMgrid
3cb74b	VantivaUSA
3cb792	HitachiMaxel
3cb87a	Private
3cb8d6	BluebankComm
3cb922	HuaweiTechno
3cb9a6	BeldenDeutsc
3cbb73	XinguoduTech
3cbbfd	SamsungElect
3cbcd0	zte
3cbd14	DieboldNixdo
3cbd3e	XiaomiElectr
3cbd69	NokiaShangha
3cbdc5	Arcadyan
3cbdd8	LgElectronic
3cbe8e	GuangzhouShi
3cbee1	Nikon
3cbf60	Apple
3cbfd7	Apple
3cc03e	HuaweiTechno
3cc079	OneNineIntel
3cc0c6	d&baudiotech
3cc12c	AES
3cc1f6	Melange
3cc243	Nokia
3cc2e1	XinhuaContro
3cc5c7	HuaweiTechno
3cc5dd	HuiZhouGaosh
3cc683	SichuanAILin
3cc786	DongguanHuar
3cc801	SundrayTechn
3cc99e	HuiyangTechn
3cca61	TecnoMobile
3cca87	Iders
3ccb01	Lingjiinnova
3ccb4d	Avikus
3ccb7c	TCTmobile
3ccd36	Apple
3ccd40	Apple
3ccd57	XiaomiMobile
3ccd5a	TechnischeAl
3ccd5d	HuaweiTechno
3ccd73	NebulaElectr
3ccd93	LgElectronic
3cce0d	juduopingTec
3cce15	MercedesBenz
3cce73	Cisco
3ccf5b	IcommHk
3ccfb4	TelinkSemico
3cd0f8	Apple
3cd16e	TelepowerCom
3cd1c9	GroupeSEB
3cd2e5	NewH3CTechno
3cd35c	LunaInnovati
3cd4d6	WirelessWERX
3cd7da	SKMtekmicroe
3cd92b	HewlettPacka
3cd9ce	EclipseWiFi
3cda2a	zte
3cda6d	TiandyTechno
3cdc75	Espressif
3cdcbc	SamsungElect
3cdd57	Apple
3cdd89	SomoHoldings
3cdf1e	Cisco
3cdfa9	Commscope
3cdfbd	HuaweiTechno
3ce002	TexasInstrum
3ce038	Omnifi
3ce064	TexasInstrum
3ce072	Apple
3ce1a1	UniversalGlo
3ce36b	ZhejiangDahu
3ce3e7	ChinaMobileG
3ce441	AmazonTechno
3ce4b0	TexasInstrum
3ce5a6	H3CTechnolog
3ce5b4	KidasenIndus
3ce624	LGDisplay
3ce824	HuaweiTechno
3ce86e	HewlettPacka
3ce90e	Espressif
3ce9f7	Intel
3cea4f	2Wire
3ceaf9	Jubixcoltd
3ceafb	Nse
3cecde	FujianStarNe
3cecef	SuperMicroCo
3cef42	TCTmobile
3cef8c	ZhejiangDahu
3cefa5	CloudNetwork
3cf011	Intel
3cf083	Arcadyan
3cf341	Hosenso
3cf392	Virtualtek
3cf4f9	ModaInnoChip
3cf52c	DSPECIALISTS
3cf591	OppoMobileTe
3cf5cc	NewH3CTechno
3cf652	zte
3cf692	HuaweiDevice
3cf72a	Nokia
3cf748	LinsnTechnol
3cf75d	ZyxelCommuni
3cf7a4	SamsungElect
3cf7d1	OMRON
3cf808	HuaweiTechno
3cf862	Intel
3cf9f0	zte
3cfa06	Microsoft
3cfa30	PaloAltoNetw
3cfa43	HuaweiTechno
3cfa80	HuaweiTechno
3cfb02	Apple
3cfb5c	FiberhomeTel
3cfb96	Emcraft
3cfdfe	Intel
3cfeac	Cisco
3cffd8	HuaweiTechno
4000e0	DerekLimited
400107	Arista
40017a	Cisco
4001c6	3ComEurope
400326	NXPSemicondu
40040c	A&T
400589	TMobileUSA
400634	HuaweiDevice
4006a0	TexasInstrum
4006d5	Cisco
4007c0	Railtec
400877	XiaomiCommun
400ae7	BSHHausgerät
400d10	Commscope
400e67	Tremol
400e85	SamsungElect
400eb9	HuaweiTechno
400ef3	zte
400fc1	VantivaUSA
4010ed	GTechTechnol
4011c3	SamsungElect
4011dc	Sonance
401277	Microsoft
4012e4	CompassEOS
4013d9	GlobalES
401482	Cisco
4014ad	HuaweiDevice
401597	ProtectAmeri
40163b	SamsungElect
40167e	ASUSTekCOMPU
40169f	TpLinkTechno
4016fa	EKMMetering
4017e2	IntaiTechnol
4017f6	TkhSecurityS
4018b1	ExtremeNetwo
4018d7	Smartronix
401920	Movon
401a58	WNC
401b5f	WeifangGoert
401c83	Intel
401cd4	HuaweiDevice
401d59	BiometricAss
402230	SuperElectro
4022d8	Espressif
4022ed	DigitalProje
402343	ChongqingFug
4024b2	SichuanAILin
4024d2	HuaweiDevice
402508	Highway9Netw
4025c2	Intel
402619	Apple
402641	HuaweiTechno
40268e	PhotonLeapTe
40270b	Mobileeco
4027a8	CiscoMeraki
402814	RFIEngineeri
402a8f	HighFlyingEl
402b50	Commscope
402b69	KumhoElectri
402ba1	Sony
402cf4	UniversalGlo
402e28	MiXTelematic
402e71	TexasInstrum
402f51	MaxtekOptoel
402f86	LGInnotek
403004	Apple
403059	SiliconLabor
403067	Conlog
40311b	GenbyteTechn
40313c	XIAOMIElectr
40329d	UnionImage
403306	TaicangT&WEl
40331a	Apple
40336c	GodrejBoyceM
4035e6	SamsungElect
403668	E&BTelecom
4036b7	JuniperNetwo
4037ad	MacroImageTe
403802	SiliconLabor
403b7b	HuaweiDevice
403cfc	Apple
403dec	HUMAX
403e22	VusionGroup
403f43	ExtremeNetwo
403f8c	TpLinkTechno
404022	Ziv
404028	Ziv
40406b	Icomera
40406c	Icomera
4040a7	Sony
404101	RockwellAuto
40410d	HuaweiTechno
404229	Layer3TV
404244	Cisco
4044ce	HuaweiTechno
4044f7	Nintendo
4044fd	RealmeChongq
4045a0	vivoMobileCo
4045c4	HuaweiTechno
4045da	SpreadtrumCo
40475e	eero
40476a	AstroGaming
40486e	NokiaSolutio
40490f	HonHaiPrecis
40497c	eero
40498a	Synapticon
404a03	ZyxelCommuni
404a18	AddrekSmartS
404ad4	Widex
404c77	Commscope
404cca	Espressif
404d7f	Apple
404d8e	HuaweiTechno
404e36	HTC
404eeb	HigherWayEle
404f42	HuaweiTechno
4050b5	NewSpeciesTe
4050e0	MiltonSecuri
40516c	GrandexInter
40520d	PicoTechnolo
405493	zte
4054e4	WearsafeLabs
405539	Cisco
405548	QuectelWirel
405582	Nokia
40560c	InHomeDispla
40562d	SmartronIndi
405662	GuoTengSheng
405846	vivoMobileCo
405899	LogitechFarE
405925	KaonBroadban
405a9b	Anovo
405add	ActionsMicro
405b7f	Broadcom
405bd8	ChongqingFug
405cfd	Dell
405d82	Netgear
405ecf	EsconetTechn
405ee1	H&TIntellige
405ef6	SamsungElect
405f7d	TCTmobile
405fbe	Rim
405fc2	TexasInstrum
40605a	HawkeyeTech
406186	MicroStarInt
40618e	StellaGreen
406231	Gifa
406234	TelinkSemico
4062b6	Telesystemco
4062ea	ChinaMobileG
4062ee	ChiconyElect
4064a4	FurukawaElec
4064dc	Xspeedlnform
4065a3	SagemcomBroa
40667a	mediolaconne
40679b	SkyworthDigi
406826	ThalesUK
4068f9	SuperElectro
406918	EMMicroelect
406a8e	PuwellOETech
406aab	Rim
406c8f	Apple
406e0f	SkyastarTech
406f27	HuaweiTechno
406f2a	BlackBerryRT
407009	Commscope
40704a	PowerIdeaTec
407074	LifeTechnolo
4070a5	SichuanTiany
4070f5	Apple
407183	JuniperNetwo
407218	TonlyTechnol
40734d	NewH3CTechno
407496	aFUNTECHNOLO
4074e0	Intel
4075c3	VantivaUSA
4076a9	HuaweiDevice
4077a9	NewH3CTechno
40786a	MotorolaMobi
407875	IMBELIndustr
407911	Apple
407912	TexasInstrum
407955	Datacolor
407a80	Nokia
407aa4	ZhejiangDahu
407b1b	MettleNetwor
407c7d	Nokia
407d0f	HuaweiTechno
407f5f	JuniperNetwo
407fe0	GloryStarTec
4080e1	FNLINKTECHNO
408256	AUMOVIOGerma
40827b	STMicroelect
40831d	Apple
4083de	ZebraTechnol
408432	MicrochipTec
408493	Clavister
408556	AUMOVIOTechn
40862e	JdmMobileInt
4086cb	DLink
4087e5	WuQiTechnolo
408805	MotorolaMobi
40882f	ExtremeNetwo
4088e0	ErenebenInfo
4089a8	WiredIQ
4089c6	AmazonTechno
408a9a	TITENG
408b07	ActiontecEle
408bf6	TCLNewTechno
408c1f	OppoMobileTe
408c4c	MiaoMingInte
408d5c	GigaByteTech
408e2c	Microsoft
408edf	HuaweiDevice
408ef6	Infinixmobil
408f9a	KanELSweden
408f9d	JuniperNetwo
409151	Espressif
40921a	Apple
409249	BaudDataComm
409505	AcoinfoTechn
409558	Aisino
409595	TPLink
4095bd	NTmore
4097d1	BKElectronic
40984c	CasacomSolut
40984e	TexasInstrum
40987b	Aisino
4098ad	Apple
409922	AzureWaveTec
4099e3	GuangzhouMud
4099f6	TelinkSemico
409a30	TecnoMobile
409b0d	YourfKwanInd
409b21	Nokia
409bcd	DLinkInterna
409c28	Apple
409ca6	Curvalux
409ca7	ChinaDragonT
409ea4	JuniperNetwo
409f38	AzureWaveTec
409f87	JideTechnolo
409fc7	BAEKCHUNI&C
40a108	MotorolaMobi
40a2db	AmazonTechno
40a3cc	Intel
40a44a	Google
40a53b	Nokia
40a5ef	FourSeasGlob
40a63d	SignalFireTe
40a654	HuaweiTechno
40a677	JuniperNetwo
40a6a4	PassivSystem
40a6b7	Intel
40a6d9	Apple
40a6e8	Cisco
40a786	TecnoMobile
40a8f0	HewlettPacka
40a93f	PivotalCommw
40a9cf	AmazonTechno
40aa56	ChinaDragonT
40ac8d	DataManageme
40acbf	HikvisionDig
40ae30	TPLink
40b02f	MieleCie
40b034	HewlettPacka
40b076	ASUSTekCOMPU
40b0a1	Valcom
40b0fa	LGElectronic
40b15c	HuaweiTechno
40b215	ExtremeNetwo
40b2c8	NortelNetwor
40b30e	IntegratedDe
40b31e	UniversalEle
40b395	Apple
40b3cd	ChiyodaElect
40b3fa	Apple
40b3fc	Logital
40b4cd	AmazonTechno
40b4f0	JuniperNetwo
40b570	HikvisionDig
40b5c1	Cisco
40b607	OppoMobileTe
40b688	LEGICIdentsy
40b6b1	SUNGSAM
40b6e7	HuaweiDevice
40b70e	HuaweiDevice
40b7f3	Commscope
40b7fc	PhyplusMicro
40b82d	RuckusWirele
40b837	Sony
40b89a	HonHaiPrecis
40b8c2	Osmozis
40b93c	HewlettPacka
40ba09	Dell
40ba61	ARIMACommuni
40bb56	TeraNXTGloba
40bc60	Apple
40bc68	FunshionOnli
40bc73	CronoplastSL
40bc8b	itelio
40bd32	TexasInstrum
40bd9e	PhysioContro
40beee	YundingInfor
40bf17	DigistarTele
40c02f	ActiontecEle
40c0ee	365mesh
40c1f6	JingxunTechn
40c245	HexicomTechn
40c2ba	CompalInform
40c3bc	HuaweiDevice
40c3c6	SnapRoute
40c48c	NiTUS
40c4d6	ChongQingCam
40c62a	JingRenElect
40c711	Apple
40c729	SagemcomBroa
40c73c	Intel
40c7c9	Naviit
40c81f	XinguoduTech
40c8cb	AMTelecom
40ca63	SeongjiIndus
40cba8	HuaweiTechno
40cbc0	Apple
40cd3a	Z3Technology
40cd7a	QingdaoHisen
40ce24	Cisco
40d133	Intel
40d160	Apple
40d25f	ItelMobile
40d28a	Nintendo
40d32d	Apple
40d357	IsonTechnolo
40d3ae	SamsungElect
40d40e	Biodata
40d4bd	SKNetworksSe
40d4f6	HonorDevice
40d521	LGInnotek
40d559	MicroSERI
40d563	HANAElectron
40d63c	EquitechIndu
40d95a	AMPAKTechnol
40da5c	Apple
40dc9d	Hajen
40dca5	HuaweiDevice
40ddd1	BeautifulCar
40de17	LanfengTimes
40de24	SamsungElect
40dead	JuniperNetwo
40df02	LINEBIZPlus
40e11c	CloudHighCom
40e171	JiangsuHuito
40e1e4	NokiaSolutio
40e230	AzureWaveTec
40e317	ExtremeNetwo
40e3d6	HewlettPacka
40e64b	Apple
40e730	DEYStorage
40e762	Calix
40e793	SivitonTechn
40e99b	SamsungElect
40eace	FounderBroad
40eb21	HuaweiTechno
40ec99	Intel
40ecbd	Intel
40ecf8	Siemens
40ed00	TPLink
40ed7b	Zscaler
40edcf	Apple
40ee15	ZioncomElect
40eebe	NXPSemicondu
40eedd	HuaweiTechno
40ef4c	Fihonestcomm
40f02f	LiteonTechno
40f04e	IntegratedDe
40f078	Cisco
40f14c	ISEEuropeSPR
40f201	SagemcomBroa
40f21c	ZhoneTechnol
40f2e9	Ibm
40f308	MurataManufa
40f3b0	TexasInstrum
40f407	Nintendo
40f413	Rubezh
40f420	SichuanTiany
40f49f	Cisco
40f4c9	FNLINKTECHNO
40f4ec	Cisco
40f4fd	UnionManTech
40f520	Espressif
40f52e	LeicaMicrosy
40f6bc	AmazonTechno
40f8df	Canon
40f946	Apple
40f9d5	TecoreNetwor
40fa7f	PrehCarConne
40fafe	MotorolaMobi
40fc89	Commscope
40fdf3	AMPAKTechnol
40fe0d	Maxio
40fe95	NewH3CTechno
40ff40	GloquadTech
440010	Apple
440049	AmazonTechno
44004d	HuaweiTechno
4401bb	BilianElectr
44032c	Intel
4403a7	Cisco
440444	OppoMobileTe
44053f	SagemcomBroa
4405b8	HuaweiDevice
4405e8	twareLAB
44070b	Google
4409b8	Salcomp
4409c6	HuaweiTechno
4409da	Apple
440bab	PositivoTecn
440c4b	HuaweiTechno
440cee	RobertBoschE
440cfd	NetMan
440fb4	GsdVietNamTe
441030	Google
4410fe	HuizhouForyo
441102	EDMIEurope
441146	ChamberlainG
4411c2	TelegartnerK
441244	HewlettPacka
441319	WkkTechnolog
4413d0	zte
441441	AudioControl
441524	SagemcomBroa
441622	Microsoft
441690	WuxiRankeTec
4416fa	SamsungElect
441793	Espressif
441847	HunanScrownE
44184f	Fitview
4418fd	Apple
4419b6	HikvisionDig
441a4c	xFusionDigit
441a5c	Cisco
441a84	QuectelWirel
441aac	ElektrikUret
441afa	NewH3CTechno
441b88	Apple
441bf6	Espressif
441c12	VantivaUSA
441c7f	MotorolaMobi
441ca8	HonHaiPrecis
441d64	Espressif
441db1	AptivService
441de5	XCENA
441e91	ARVIDAIntell
441e98	RuckusWirele
441ea1	HewlettPacka
442063	AUMOVIOGerma
44227c	HuaweiTechno
442295	ChinaMobileI
4422f1	SFac
44237c	XiaomiMobile
4423aa	Farmage
442538	WNC
4425bb	BambooEntert
44272e	HuaweiDevice
442745	LGInnotek
4427f3	70mai
4428a3	Jiangsufulia
44291e	AltoBeam
442938	NietZscheent
442a60	Apple
442aff	E3Technology
442b03	Cisco
442c05	AMPAKTechnol
44303f	HuaweiTechno
443192	HewlettPacka
44321d	HuaweiTechno
44322a	Avaya
443262	zte
4432c2	GOAL
4432c8	VantivaUSA
44334c	BilianElectr
44348f	MxtIndustria
4434a7	Commscope
44356f	Neterix
443583	Apple
4435b9	NetCommWirel
4435d3	GDMideaAirCo
443659	RobertBosch
44365d	HippStorTech
443708	MRVComunicat
44370b	GuangzhouShi
443719	2SaveEnergy
44376f	YoungElectri
4437e6	HonHaiPrecis
443839	CumulusNetwo
44388c	SumitomoElec
4438e8	Intel
4438f3	EMMicroelect
4439aa	GTechTechnol
4439c4	UniversalGlo
443b14	MitraStarTec
443b32	Intelbras
443c88	FicosaMarocI
443c9c	Pintsch
443d21	Nuvolt
443d54	AmazonTechno
443e07	Electrolux
443e8a	TexasInstrum
443eb2	DEOTRON
4441f0	zte
444201	AmazonTechno
44422f	Testop
444450	OttoQ
444520	EMMicroelect
44456f	OnegaTechnol
4445ba	EdgecoreAmer
444648	HonHaiPrecis
444687	RealmeChongq
4447cc	HikvisionDig
444891	HDMILicensin
4448b9	MitraStarTec
4448c1	HewlettPacka
4448ff	QingdaoHaier
444963	WovenByToyot
444988	Intel
4449c0	NVIDIA
444a37	XiaomiCommun
444a4c	vivoMobileCo
444a65	Silverflare
444ab0	ZhejiangMoor
444ad6	RinocloudTec
444adb	Apple
444b5d	GEHealthcare
444b7e	FiberhomeTel
444c0c	Apple
444ca8	AristaNetwor
444e1a	SamsungElect
444e6d	AVMAudiovisu
444f5e	PanStudios
444f8e	WiZ
4451db	RaytheonBBNT
4454c0	ThompsonAero
4455b1	HuaweiTechno
4455c4	HuaweiDevice
44568d	PNCTechnolog
4456b7	SpawnLabs
4456e2	SichuanTiany
445829	CiscoSPVTG
445925	Square
445943	zte
44599f	Criticare
4459e3	HuaweiTechno
445adf	Mikami
445bed	HewlettPacka
445ce9	SamsungElect
445d5e	CoolkitTechn
445e82	ZyxelCommuni
445ecd	Razer
445ef3	Tonalite
445f7a	ShihlinElect
445f8c	IntercelGrou
446132	ecobee
44619c	FONsystem
4461df	SkyquadElect
446246	Comat
446370	LCFCElectron
4463c2	ZyxelCommuni
44643c	Cisco
44650d	AmazonTechno
44656a	MegaVideoEle
44657f	Calix
44658a	Dukelana
4465e0	MerlionConsu
44666e	IpLine
446690	TpLinkTechno
4466fc	OppoMobileTe
446747	HuaweiTechno
446752	WistronINFOC
446755	OrbitIrrigat
44680c	Wacom
4468ab	Juin
446a2e	HuaweiTechno
446ab7	Commscope
446b1f	TexasInstrum
446c24	ReallinElect
446d05	NoTraffic
446d57	LiteonTechno
446d6c	SamsungElect
446d7f	AmazonTechno
446ee5	HuaweiTechno
446ff8	Dyson
44700b	Iffu
447098	MingHongTech
447147	XiaomiElectr
4471b3	LogitechFarE
4472ac	AltoBeam
4473d6	Logitech
44746c	Sony
447609	NewH3CTechno
447654	HuaweiTechno
4476e7	TecnoMobile
447831	HuaweiTechno
44783e	SamsungElect
447b45	AmazonTechno
447bbb	YOUHUATechno
447bc4	DualShineTec
447c7f	InnolightTec
447cac	InvictusAV
447da5	VtionInforma
447e76	TrekTechnolo
447e95	AlphaandOmeg
447f77	ConnectedHom
4480eb	MotorolaMobi
4482e5	HuaweiTechno
448312	StarNet
448346	TexasInstrum
448500	Intel
448502	SuperElectro
4485da	SkyworthDigi
4486c1	SiemensLowVo
448723	HoyaService
448763	FNLINKTECHNO
4487db	TymphanyAcou
4487fc	ElitegroupCo
448816	Cisco
4488be	TexasInstrum
4488cb	CamcoTechnol
44896d	TellescomInd
448a5b	MicroStarINT
448a7f	MurataManufa
448c00	RealmeChongq
448c52	KTIS
448cab	FlitlinkVien
448dbf	RhinoMobilit
448dd5	Cisco
448e12	DTResearch
448e81	Vig
448eec	ChinaMobileG
448f17	SamsungElect
449046	HonorDevice
4490ba	ChinaDragonT
4490bb	Apple
449160	MurataManufa
44917c	HMDGlobal
4491db	HuaqinTeleco
44938d	Innolux
4494fc	Netgear
44953b	RLTechIndiaP
4495fa	QingdaoSanto
44962b	Aidon
44975a	FastTechnolo
44995b	GXIndia
449a52	zte
449b78	NowFactory
449bc1	HuaweiTechno
449bc6	EOSS
449cb5	Alcomp
449e8b	Apple
449ef9	vivoMobileCo
449f46	HuaweiDevice
449f79	onsemi
449f7f	DataCoreSoft
449fda	SiliconLabor
44a038	HuaweiDevice
44a10e	Apple
44a191	HuaweiTechno
44a3bb	Intel
44a3c7	zte
44a42d	TCTmobile
44a466	GroupeLdlc
44a54e	QorvoInterna
44a56e	Netgear
44a61e	IngramMicroS
44a642	HikvisionDig
44a689	PromaxElectr
44a6e5	ThinkingTech
44a7cf	MurataManufa
44a7f4	Apple
44a842	Dell
44a8c2	SewooTech
44a8fc	Apple
44aa27	udworks
44aa50	JuniperNetwo
44aae8	NanotecElect
44aaf5	Commscope
44ac85	eero
44ad19	Xingfei
44adb1	SagemcomBroa
44add9	Cisco
44ae25	Cisco
44ae44	HuaweiDevice
44aeab	OppoMobileTe
44af28	Intel
44b176	Espressif
44b295	SichuanAILin
44b32d	TpLinkTechno
44b382	KuangchiInst
44b3c5	HuaweiDevice
44b412	Sius
44b423	HanwhaVision
44b433	tide
44b462	FlextronicsT
44b4a0	MellanoxTech
44b4b2	AmazonTechno
44b59c	TenetNetwork
44b6be	Cisco
44b7d0	MicrochipTec
44b994	DouglasLight
44ba46	SichuanTiany
44bb3b	Google
44bd8d	Espressif
44bdc8	XiaomiCommun
44bdde	BHTC
44be0b	HuaweiTechno
44bfe3	LongtechElec
44c15c	TexasInstrum
44c20c	Cisco
44c233	GuangzhouCom
44c306	SIFROM
44c346	HuaweiTechno
44c39b	OooRubezhNpo
44c3b6	HuaweiTechno
44c4a9	OpticomCommu
44c532	HuaweiTechno
44c56f	NGNEasySatfi
44c63c	SamsungElect
44c65d	Apple
44c69b	FengTianInfo
44c7fc	HuaweiDevice
44c874	ChinaMobileG
44c9a2	GreenwaldInd
44cb8b	LGInnotek
44cbad	XiaomiCommun
44cc6e	RockwellAuto
44cd0e	FlextronicsM
44ce1d	Nokia
44ce3a	JiangsuHuacu
44ce7d	Sfr
44d15e	KingtoInform
44d1fa	YunlinkTechn
44d244	SeikoEpson
44d267	Snorble
44d2ca	AnviaTV
44d3ad	TINNOMobileT
44d3ca	Cisco
44d437	IntenoBroadb
44d453	SagemcomBroa
44d454	SagemcomBroa
44d465	NXPSemicondu
44d47f	IngenicoTerm
44d4e0	Sony
44d506	SichuanTiany
44d5a5	AddOnCompute
44d5c1	EMMicroelect
44d5cc	AmazonTechno
44d63d	TalariNetwor
44d6e1	SnuzaInterna
44d77e	RobertBosch
44d791	HuaweiTechno
44d832	AzureWaveTec
44d878	HuiZhouGaosh
44d884	Apple
44d980	Everybot
44d9e7	Ubiquiti
44da30	Apple
44db60	NanjingBaihe
44dbd2	YealinkNetwo
44dc4e	ItelMobile
44dc91	PlanexCommun
44dccb	Semindia
44df65	XiaomiMobile
44e08e	CiscoSPVTG
44e137	Commscope
44e2f1	NewRadioTech
44e2f8	SiliconLabor
44e49a	Omnitronics
44e4d9	Cisco
44e4e6	ExtremeNetwo
44e4ee	WNC
44e517	Intel
44e59b	HuaweiTechno
44e64a	iCommSemicon
44e66e	Apple
44e6b0	ChinaMobileI
44e761	Infinixmobil
44e8a5	MyrekaTechno
44e968	HuaweiTechno
44e9dd	SagemcomBroa
44ea30	SamsungElect
44ea4b	Actlas
44ead8	TexasInstrum
44eb2e	Alpsalpine
44ecce	JuniperNetwo
44ed57	Longicorn
44ee02	MTI
44ee14	TexasInstrum
44ee30	BudelmannEle
44ef26	QingdaoIntel
44efbf	ChinaDragonT
44efcf	UGENESOLUTIO
44f034	KaonGroup
44f09e	Apple
44f21b	Apple
44f436	zte
44f459	SamsungElect
44f477	JuniperNetwo
44f4e7	Cohesity
44f53e	EardaTechnol
44f770	XiaomiMobile
44f79f	CloudNetwork
44f849	UnionPacific
44f971	MercuryCommu
44fa66	CloudNetwork
44fb42	Apple
44fb5a	zte
44fb76	vivoMobileCo
44fda3	Everysight
44fe3b	Arcadyan
44feef	OppoMobileTe
44ffba	zte
480020	HewlettPacka
480031	HuaweiTechno
480033	VantivaUSA
48007d	DtsElektroni
4800b3	Cisco
4801c5	OnePlusTechn
48022a	BLinkElectro
480234	HuaweiTechno
480286	RealmeChongq
4802af	TelitCommuni
480362	DesayElectro
48049f	Elecom
480560	MetaPlatform
4805e2	HuaweiDevice
48062b	Private
48066a	TemperedNetw
480951	GuangzhouTru
480a28	Apple
480c49	NAKAYO
480e13	ittim
480eec	TpLinkTechno
480fcf	HewlettPacka
481063	NTTInnovatio
481249	LuxcomTechno
481258	HuaweiTechno
48128f	HuaweiTechno
48137e	SamsungElect
481389	MellanoxTech
4813f3	BbkEducation
481693	Lear
48174c	MicroPowerte
481842	WinaasEquipm
48188d	WeifangGoert
4818fa	Nocsys
481a84	PointerTeloc
481b40	VantivaUSA
481ba4	Cisco
481bd2	IntronScient
481cb9	SzDjiTechnol
481d70	CiscoSPVTG
481f2d	JieShiLianIn
481f66	ChinaMobileG
48210b	Pegatron
48216c	ChinaMobileI
482218	YipingfangNe
482254	TPLink
482335	DialogSemico
482567	Poly
4825f3	HuaweiDevice
48262c	Apple
48264c	BSHElectrica
4826e8	TekAir
482759	LevvenElectr
4827c5	HuaweiTechno
4827e2	Espressif
4827ea	SamsungElect
48282f	zte
482952	SagemcomBroa
4829d6	OppoMobileTe
4829e4	Ao
482ae3	WistronInfoC
482ca0	XiaomiCommun
482cd0	HuaweiTechno
482cea	MotorolaBusi
482d63	WavartsTechn
482e72	Cisco
482f6b	HewlettPacka
482fd7	HuaweiTechno
483133	RobertBoschE
483177	Nintendo
4831b7	Espressif
4831db	HuaweiDevice
4833dd	ZennioAvance
48343d	IEP
48352b	Apple
48352e	WolckNetwork
483543	OppoMobileTe
483584	HuaweiDevice
48365f	Wintecronics
483871	HuaweiDevice
4838b6	AuhuiTaoyunT
483974	ProwareTechn
483a02	Fortinet
483b38	Apple
483c0c	HuaweiTechno
483d32	SyscorContro
483e5e	SernetTechno
483fda	Espressif
483fe9	HuaweiTechno
4840d5	Intel
48417b	NokiaSolutio
48435a	HuaweiTechno
48437c	Apple
4843dd	AmazonTechno
484487	CiscoSPVTG
4844f7	SamsungElect
484520	Intel
4845cf	LLCProizvods
4845e6	CloudNetwork
48468d	Zepcam
4846c1	FnLinkTechno
4846f1	Uros
4846fb	HuaweiTechno
48474b	HuaweiDevice
484982	HuaweiDevice
484996	HuaweiDevice
4849c7	SamsungElect
484a30	GeorgeRoboti
484ae9	HewlettPacka
484baa	Apple
484bd4	VantivaUSA
484c29	HuaweiTechno
484c86	HuaweiDevice
484d7e	Dell
484efc	Commscope
485073	Microsoft
485169	SamsungElect
4851b7	Intel
4851c5	Intel
4851cf	Intelbras
4851d0	JiangsuXinsh
485261	Soreel
485415	NetRulesTecn
485519	Espressif
485541	Iskrateldoo
48555c	WuQiTechnolo
48555e	SkyworthDigi
48555f	FiberhomeTel
485702	HuaweiTechno
4857d2	Broadcom
4857dd	Facebook
485929	LGElectronic
4859a4	zte
485a0d	JuniperNetwo
485a3f	Wisol
